chemin du fichier, nom du paquet, nom de la classe, tloc de la classe, tassert de la classe, tcmp de la classe
src\main\resources\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java,org.jfree.chart.renderer.category,BoxAndWhiskerRendererTest,307,38,8.1
